stage,label,version,H,W,K,seed,rep,correct,naive_ms,stage_ms,gflops,speedup
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,2,yes,19.664,2.540,29.73,7.74
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,3,yes,18.018,2.424,31.14,7.43
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,4,yes,19.668,2.540,29.72,7.74
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,5,yes,19.242,2.580,29.26,7.46
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,6,yes,19.380,2.682,28.15,7.23
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,7,yes,17.970,2.472,30.54,7.27
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,8,yes,17.975,2.777,27.19,6.47
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,9,yes,19.342,2.598,29.07,7.45
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,10,yes,19.448,2.715,27.81,7.16
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,11,yes,19.763,2.492,30.30,7.93
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,12,yes,19.363,2.633,28.67,7.35
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,13,yes,19.112,2.684,28.13,7.12
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,14,yes,19.988,2.467,30.60,8.10
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,15,yes,19.326,2.804,26.92,6.89
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,16,yes,19.325,2.305,32.75,8.38
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,17,yes,19.417,2.442,30.92,7.95
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,18,yes,18.214,2.752,27.43,6.62
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,19,yes,19.578,2.539,29.73,7.71
simd,simd256_v1,conv_simd256_v1,2048,2048,3,1234,20,yes,18.210,2.405,31.40,7.57
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,1,yes,76.707,11.150,27.08,6.88
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,2,yes,78.048,11.287,26.76,6.92
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,3,yes,78.205,11.062,27.30,7.07
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,4,yes,77.397,10.263,29.42,7.54
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,5,yes,71.589,11.314,26.69,6.33
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,6,yes,76.835,11.327,26.66,6.78
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,7,yes,77.341,10.608,28.47,7.29
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,8,yes,76.646,10.289,29.35,7.45
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,9,yes,72.337,10.668,28.31,6.78
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,10,yes,77.871,10.909,27.68,7.14
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,11,yes,71.465,10.690,28.25,6.68
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,12,yes,77.229,10.222,29.54,7.56
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,13,yes,77.680,10.806,27.95,7.19
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,14,yes,78.582,11.039,27.36,7.12
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,15,yes,72.051,10.961,27.55,6.57
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,16,yes,75.994,10.778,28.02,7.05
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,17,yes,71.489,10.913,27.67,6.55
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,18,yes,71.801,10.644,28.37,6.75
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,19,yes,75.712,10.806,27.95,7.01
simd,simd256_v1,conv_simd256_v1,4096,4096,3,1234,20,yes,78.278,10.189,29.64,7.68
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,1,yes,311.119,57.824,20.89,5.38
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,2,yes,310.086,57.048,21.17,5.44
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,3,yes,303.705,58.628,20.60,5.18
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,4,yes,313.527,56.758,21.28,5.52
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,5,yes,286.548,57.272,21.09,5.00
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,6,yes,299.793,57.771,20.91,5.19
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,7,yes,312.044,57.241,21.10,5.45
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,8,yes,312.809,57.602,20.97,5.43
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,9,yes,310.524,57.669,20.95,5.38
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,10,yes,308.628,56.788,21.27,5.43
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,11,yes,303.644,55.707,21.68,5.45
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,12,yes,312.718,55.003,21.96,5.69
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,13,yes,308.751,56.870,21.24,5.43
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,14,yes,308.614,51.978,23.24,5.94
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,15,yes,310.876,56.392,21.42,5.51
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,16,yes,286.079,57.067,21.17,5.01
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,17,yes,308.166,56.307,21.45,5.47
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,18,yes,308.199,56.320,21.45,5.47
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,19,yes,305.619,56.981,21.20,5.36
simd,simd256_v1,conv_simd256_v1,8192,8192,3,1234,20,yes,307.621,56.864,21.24,5.41
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,1,yes,1150.470,232.299,20.80,4.95
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,2,yes,1227.660,230.369,20.97,5.33
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,3,yes,1240.750,231.474,20.87,5.36
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,4,yes,1152.999,230.359,20.98,5.01
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,5,yes,1143.514,229.717,21.03,4.98
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,6,yes,1148.036,231.631,20.86,4.96
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,7,yes,1202.033,224.136,21.56,5.36
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,8,yes,1177.295,216.807,22.29,5.43
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,9,yes,1245.509,238.553,20.25,5.22
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,10,yes,1227.696,232.319,20.80,5.28
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,11,yes,1217.787,234.056,20.64,5.20
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,12,yes,1229.642,234.338,20.62,5.25
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,13,yes,1228.179,230.680,20.95,5.32
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,14,yes,1228.494,235.437,20.52,5.22
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,15,yes,1146.544,240.641,20.08,4.76
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,16,yes,1180.668,234.786,20.58,5.03
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,17,yes,1209.049,234.643,20.59,5.15
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,18,yes,1144.207,230.745,20.94,4.96
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,19,yes,1211.897,233.800,20.67,5.18
simd,simd256_v1,conv_simd256_v1,16384,16384,3,1234,20,yes,1244.508,232.096,20.82,5.36
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,1,yes,0.017,0.002,30.99,7.35
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,2,yes,0.022,0.003,22.62,6.86
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,3,yes,0.043,0.005,15.33,8.98
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,4,yes,0.038,0.005,14.31,7.35
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,5,yes,0.040,0.007,11.30,6.18
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,6,yes,0.038,0.005,14.35,7.36
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,7,yes,0.046,0.005,14.32,8.86
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,8,yes,0.038,0.005,14.01,7.18
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,9,yes,0.038,0.005,14.11,7.23
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,10,yes,0.046,0.005,14.27,8.86
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,11,yes,0.038,0.005,14.32,7.39
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,12,yes,0.042,0.005,14.18,8.15
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,13,yes,0.045,0.005,14.29,8.82
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,14,yes,0.046,0.005,14.54,9.00
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,15,yes,0.038,0.005,14.24,7.35
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,16,yes,0.038,0.005,14.61,7.48
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,17,yes,0.038,0.005,14.46,7.46
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,18,yes,0.038,0.005,14.34,7.41
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,19,yes,0.045,0.005,14.31,8.72
simd,simd256_v2,conv_simd256_v2,64,64,3,1234,20,yes,0.042,0.005,14.26,8.20
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,1,yes,0.181,0.016,18.31,11.21
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,2,yes,0.149,0.014,21.10,10.63
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,3,yes,0.149,0.018,16.18,8.15
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,4,yes,0.154,0.016,18.57,9.68
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,5,yes,0.115,0.010,30.13,11.72
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,6,yes,0.101,0.012,24.83,8.47
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,7,yes,0.115,0.009,33.36,13.01
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,8,yes,0.113,0.013,23.52,9.05
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,9,yes,0.105,0.012,23.96,8.53
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,10,yes,0.112,0.010,28.77,10.92
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,11,yes,0.090,0.012,24.79,7.58
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,12,yes,0.087,0.011,27.26,8.05
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,13,yes,0.087,0.010,28.51,8.41
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,14,yes,0.098,0.010,28.50,9.43
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,15,yes,0.076,0.009,31.32,8.09
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,16,yes,0.066,0.009,33.55,7.55
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,17,yes,0.081,0.009,33.77,9.25
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,18,yes,0.066,0.009,31.88,7.17
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,19,yes,0.066,0.009,33.49,7.54
simd,simd256_v2,conv_simd256_v2,128,128,3,1234,20,yes,0.081,0.009,33.37,9.13
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,1,yes,0.263,0.023,52.07,11.60
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,2,yes,0.320,0.023,51.99,14.10
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,3,yes,0.291,0.023,52.00,12.84
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,4,yes,0.263,0.023,51.19,11.40
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,5,yes,0.319,0.023,52.07,14.08
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,6,yes,0.285,0.023,52.09,12.57
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,7,yes,0.296,0.023,52.03,13.06
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,8,yes,0.296,0.023,52.04,13.07
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,9,yes,0.263,0.023,51.66,11.51
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,10,yes,0.322,0.023,50.93,13.88
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,11,yes,0.263,0.023,51.21,11.40
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,12,yes,0.319,0.023,51.03,13.81
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,13,yes,0.262,0.023,52.06,11.56
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,14,yes,0.372,0.023,52.02,16.42
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,15,yes,0.262,0.024,49.61,11.03
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,16,yes,0.322,0.023,52.07,14.20
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,17,yes,0.321,0.023,52.12,14.17
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,18,yes,0.321,0.023,52.06,14.18
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,19,yes,0.318,0.023,51.99,14.00
simd,simd256_v2,conv_simd256_v2,256,256,3,1234,20,yes,0.296,0.023,52.06,13.07
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,1,yes,1.203,0.089,53.24,13.57
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,2,yes,1.219,0.091,52.09,13.46
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,3,yes,1.137,0.087,54.13,13.04
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,4,yes,1.193,0.088,53.84,13.61
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,5,yes,1.182,0.092,51.25,12.83
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,6,yes,1.094,0.087,54.14,12.55
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,7,yes,1.252,0.092,51.47,13.66
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,8,yes,1.106,0.088,53.51,12.54
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,9,yes,1.258,0.087,54.10,14.42
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,10,yes,1.280,0.091,51.58,13.99
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,11,yes,1.182,0.088,53.86,13.50
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,12,yes,1.163,0.088,53.88,13.28
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,13,yes,1.144,0.087,54.13,13.13
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,14,yes,1.066,0.088,53.89,12.17
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,15,yes,1.062,0.087,54.11,12.18
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,16,yes,1.266,0.087,54.06,14.50
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,17,yes,1.184,0.087,54.08,13.57
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,18,yes,1.249,0.087,54.07,14.31
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,19,yes,1.282,0.087,54.05,14.68
simd,simd256_v2,conv_simd256_v2,512,512,3,1234,20,yes,1.092,0.087,53.96,12.48
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,1,yes,4.483,0.343,55.10,13.09
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,2,yes,4.532,0.342,55.17,13.25
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,3,yes,4.901,0.342,55.13,14.32
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,4,yes,4.908,0.365,51.76,13.46
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,5,yes,4.844,0.348,54.20,13.91
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,6,yes,4.899,0.342,55.13,14.31
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,7,yes,5.011,0.342,55.20,14.65
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,8,yes,4.902,0.343,54.98,14.28
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,9,yes,4.883,0.361,52.33,13.54
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,10,yes,4.913,0.343,55.06,14.33
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,11,yes,4.935,0.349,54.14,14.16
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,12,yes,4.659,0.343,54.98,13.57
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,13,yes,4.817,0.342,55.11,14.07
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,14,yes,4.476,0.343,55.10,13.07
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,15,yes,4.886,0.343,54.95,14.22
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,16,yes,4.532,0.344,54.88,13.18
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,17,yes,5.081,0.343,54.98,14.80
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,18,yes,4.895,0.346,54.53,14.14
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,19,yes,4.987,0.353,53.40,14.11
simd,simd256_v2,conv_simd256_v2,1024,1024,3,1234,20,yes,4.586,0.348,54.21,13.17
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,1,yes,17.887,1.890,39.94,9.46
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,2,yes,17.939,1.787,42.24,10.04
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,3,yes,19.122,1.790,42.18,10.68
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,4,yes,19.459,1.816,41.58,10.72
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,5,yes,19.456,1.783,42.34,10.91
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,6,yes,19.566,1.706,44.26,11.47
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,7,yes,19.463,1.720,43.89,11.32
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,8,yes,19.565,1.766,42.76,11.08
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,9,yes,18.876,1.781,42.38,10.60
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,10,yes,17.840,1.795,42.05,9.94
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,11,yes,19.143,1.801,41.91,10.63
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,12,yes,19.112,1.747,43.22,10.94
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,13,yes,17.874,1.769,42.68,10.10
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,14,yes,19.446,1.706,44.26,11.40
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,15,yes,17.738,1.870,40.38,9.49
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,16,yes,19.502,1.777,42.48,10.97
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,17,yes,17.888,1.801,41.91,9.93
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,18,yes,19.474,1.873,40.31,10.40
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,19,yes,17.804,1.785,42.30,9.97
simd,simd256_v2,conv_simd256_v2,2048,2048,3,1234,20,yes,17.570,2.042,36.98,8.61
simd,simd256_v2,conv_simd256_v2,4096,4096,3,1234,1,yes,77.422,8.491,35.57,9.12
simd,simd256_v2,conv_simd256_v2,4096,4096,3,1234,2,yes,76.776,8.357,36.14,9.19
simd,simd256_v2,conv_simd256_v2,4096,4096,3,1234,3,yes,75.424,8.968,33.67,8.41
simd,simd256_v2,conv_simd256_v2,4096,4096,3,1234,4,yes,77.004,8.487,35.58,9.07
simd,simd256_v2,conv_simd256_v2,4096,4096,3,1234,5,yes,77.826,8.373,36.07,9.29
